tweet_id,tweet_text,tweet_classifications
667372318080049152,"Bob Crotchit gets a face full of figgy puddin' from Ebeneezer Spooge in Charles Dick-Ins ""A Fistmas Carol"" #SexyHolidays @midnight",VLGR_WPLY_OBSV
667367077230039040,"It's the Great Blumpkin, Charlie Brown #SexyHolidays @midnight",VLGR_WPLY_OBSV
667198394469711872,Swalloween #SexyHolidays @midnight,VLGR_WPLY_OBSV
667357388006031360,Handel's Massage #sexyholidays #pointsme @midnight,VLGR_OBSV
667370424448094208,@midnight #SexyHolidays DDD-Day,VLGR_WPLY_OBSV
667230238330347520,Huge D-Day #sexyholidays @midnight #PointsMe,VLGR_OBSV
667212375637024768,"2 Girls, 1 Starbucks Red Cup #SexyHolidays #PointsMe @midnight",VLGR_OBSV
667367641187786753,Mardi Bra #sexyholidays @midnight,WPLY_OBSV
667367091901734912,All Taints Day #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667368216067485697,Palm Job Sunday #sexyholidays @midnight,VLGR_OBSV
667370840267186176,@midnight #sexyholidays milf and cookies,VLGR_WPLY
667352218656514048,@midnight #SexyHolidays #PointsMe Santa Claus Is Cumming To Town,VLGR_WPLY_OBSV
667368471798423552,Corn Holy Saturday #sexyholidays @midnight,WPLY
667358931115708416,Spanxgiving #SexyHolidays @midnight,VLGR_WPLY_OBSV
667365234068348928,Push Shoshana #sexyholidays @midnight,WPLY_OBSV
667374694731923456,@midnight #sexyholidays All I want for Christmas is hot sex,VLGR_OBSV
667367932935184384,Purim-plants #sexyholidays @midnight,VLGR_WPLY_OBSV
667353554269507584,Arbwhore Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667367975175847937,"The Twelve Inches of Christmas #SexyHolidays @midnight (She says, ""Centimeters, you're looking at Centimeters."")",VLGR_OBSV
667355262831857664,Thanks-gstring #SexyHolidays @midnight,VLGR_WPLY_OBSV
667363053890117632,@midnight The Festival of Fleshlights #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667373552795021312,#sexyholidays @midnight Grandmama was gang banged by the reindeer mascot.,VLGR_OBSV
667358598490554368,Day of the Head #SexyHolidays @midnight,VLGR_WPLY_OBSV
667366289598496768,Taint Paddy's Lay #sexyholidays @midnight,VLGR_WPLY_OBSV
667359718587949056,@midnight BBD Friday #sexyholidays,VLGR_OBSV
667358828770406400,Fistivas #sexyholidays @midnight,VLGR_WPLY_OBSV
667373056931864576,@midnight North pole-dancers #sexyholidays,VLGR_OBSV_WPLY
667376704336216064,"@midnight The little hummer boy, likes it in the bum,bum,bum,bum... til he cums #SexyHolidays",VLGR_WPLY_OBSV
667361144596770816,@midnight Rated-Xmas #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667376452451463168,@midnight ASS Wednesday #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667360000113815552,@midnight Hallowiener #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667371896497827840,"@midnight Rudolf, the red hot butthole #sexyholidays",VLGR_OBSV
667367452532203521,Susan Pee On Anthony's Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667358546606952448,@midnight #sexyholidays Just the mistletip.,VLGR_WPLY_OBSV
667366027806789633,XXX-Mas #sexyholidays @midnight,VLGR_WPLY_OBSV
667357548408872960,@midnight Mem-oral-ial Day #sexyholidays,VLGR_WPLY_OBSV
667351550151557121,Box Day #SexyHolidays @midnight,VLGR_OBSV
667365806540513281,Whoreth of July #sexyholidays @midnight,VLGR_WPLY_OBSV
667361414244265984,Hanuknock On My Back Door #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667354410176131073,Pantsgiving #SexyHolidays @midnight,WPLY_OBSV
667357084371935232,"@midnight Oh Christmas G-string, oh Christmas G-string #SexyHolidays #PointsMe",VLGR_WPLY_OBSV
667356673003102208,Netflix and chill day @midnight #SexyHolidays,OBSV
667353579368357889,International Bang Like a Pirate Day #SexyHolidays @midnight,VLGR_OBSV
667357073219325952,Cum all ye faithful #sexyholidays @midnight,VLGR_WPLY_OBSV
667225640756600832,"Remember, Remember the 5th time you bend her. #SexyHolidays @midnight",VLGR_WPLY_OBSV
667359233369841665,@midnight Mardi Gras anal beads (it's right there!) #sexyholidays,VLGR_OTHR_OBSV
667351685228990464,Hannubukkake #SexyHolidays @midnight,VLGR_WPLY_OBSV
667375832634032129,"All Holes Day #SexyHolidays @midnight (or if I heard it wrong, ""All Hoes Day."")",VLGR_WPLY_OTHR_OBSV
667358280843329536,St. Baddies Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667370777486958593,Ass Wednesday. #SexyHolidays @midnight,VLGR_WPLY_OBSV
667358676123037696,"@midnight ""Silver balls, silver balls, it's time for some Tinman role play."" #sexyholidays #PointsMe",VLGR_OBSV
667371001064230913,#SexyHolidays Blue Balls Santa @midnight #PointsMe,VLGR
667368685946822657,Valengrind's Day #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667357896678621184,@midnight #sexyholidays TurKEY Party #PointsMe,VLGR_WPLY_OBSV
667199119073615873,Guy Fucks Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667367271199858688,Cleanly Shaved Box-ing Day #PointsMe #SexyHolidays @midnight,VLGR_WPLY_OBSV
667369207957442560,Double-D Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667377587585474560,@midnight Flag Pole Day #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667359443512750080,@jniffen: @midnight #sexyholidays Just the mistletip. #PointsMe,NHMR
667358273390157825,@midnight It's the great blumpkin Charlie Brown! #sexyholidays,VLGR_WPLY_OBSV
667373644755111936,Thanksgiving and receiving oral @midnight #sexyholidays #PointsMe,VLGR_OBSV
667372307719913474,@midnight #sexyholidays elf on a milf,VLGR_OBSV
667360794233974785,"@midnight Hanukkum, the Festival of Tight #SexyHolidays #PointsMe",VLGR_WPLY_OBSV
667365064110817280,@midnight. Take your daughter to Twerk day. #sexyholidays,VLGR_WPLY_OBSV
667372157912002560,@midnight #sexyholidays island of misfit dildos,VLGR_OBSV
667352240596717570,Good King Wenceslas went down on his wife mariaaa #SexyHolidays #PointsMe @midnight,VLGR_OBSV
667359852432334848,@midnight The Nutbuster Suite #sexyholidays #PointsMe,VLGR_WPLY
667351813335683073,Friday the 69th #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667371425632768000,"@midnight #SexyHolidays @hughhefner with the ""Holly"" and the ""Ivy""",WPLY_OBSV
667367202706747392,Nude Year's Day #SexyHolidays @midnight #PointsMe,WPLY_OBSV
667357475079720960,@midnight #sexyholidays Thanksgiving head #PointsMe,VLGR_WPLY_OBSV
667372225750659072,#SexyHolidays Don we now our bondage apparel @midnight #PointsMe,VLGR_OBSV
667371509455962112,Sweetest's Safe Word Day #sexyholidays @midnight,VLGR
667375989371072512,Grandma took a facial from a reindeer #PointsMe #SexyHolidays @midnight,VLGR_OBSV
667377369834004480,Fistmas #SexyHolidays @midnight,VLGR_WPLY_OBSV
667353608782921729,Rosh Handjobanah #SexyHolidays @midnight @pointsme,VLGR_WPLY_OBSV
667369514955313152,Victoria Secret Day. #SexyHolidays #PointsMe @midnight,OBSV
667366134417616896,...like a bowl full of KY Jelly #SexyHolidays @midnight #PointsMe,VLGR
667366388751851520,VD-Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667369040365658113,New Year's Lay. #SexyHolidays #PointsMe @midnight,VLGR_WPLY_OBSV
667353431837798400,Charlie Brown Hole Christmas #sexyholidays #pointsme @midnight,VLGR_WPLY_OBSV
667353167802208256,It's beginning to look a lot like chlamydia #SexyHolidays #PointsMe @midnight,VLGR_OBSV
667369008484716544,Flag in my vag Day #sexyholidays @midnight,VLGR_OBSV
667367490155073536,St. Patty Cake Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667362343613956096,Mister President's Day #SexyHolidays @midnight #PointsMe https://t.co/MygqhpVKGB,VLGR_OBSV_WPLY
667371214583656448,#SexyHolidays Blue Balls Christmas @midnight #PointsMe,VLGR_OBSV
667368141161234432,"@midnight ""Elf on Myself"" #sexyholidays",VLGR_WPLY_OBSV
667370598805274624,#PointsMe #sexyholidays @midnight Fistival of Lights,VLGR_WPLY_OBSV
667361773985529856,"""... and when it's hard and ready, with your dreidel I will play."" #SexyHolidays @midnight @hardwick",VLGR_OBSV
667358482627100672,@midnight It's beginning to look a lot like dat ass #SexyHolidays,VLGR_WPLY_OBSV
667351584007847936,Jingle Bell Cock #SexyHolidays @midnight,VLGR_WPLY_OBSV
667376990056374272,@midnight #sexyholidays Veterans Who Like Butt Stuff Day,VLGR_OBSV
667353364598919168,Under The Camel Toe #sexyholidays #pointsme @midnight,VLGR_WPLY_OBSV
667366762359480320,Autoerotic asphyxiating the stockings #SexyHolidays @midnight #PointsMe,VLGR
667198379328454656,Yum Kippur #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667351622406823936,Silver Balls #sexyholidays @midnight,VLGR_WPLY_OBSV
667374848709029888,Feel Us NavyDad #sexyholidays @midnight #pointsme #hashtagknights #qweeflatina,VLGR_WPLY_OBSV
667364577005432832,I'll try not to get gravy in your eyes. #SexyHolidays @midnight #PointsMe,ABSD
667372191227351040,Jingle Ball Gag #SexyHolidays @midnight,VLGR_WPLY_OBSV
667352302672547841,All Poles Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667365385872756736,Halloweenie #sexyholidays @midnight,VLGR_WPLY_OBSV
667368667101929472,Harvey MILF Day #SexyHolidays @midnight,VLGR_WPLY_OBSV
667365517234216960,DP-Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667372682732695552,@midnight #sexyholidays Christmas light #BDSM,VLGR_WPLY
667373878277185537,Brabor Day #SexyHolidays @midnight,WPLY_OBSV
667365716916633602,The Three Legs Men #SexyHolidays @midnight #PointsMe,VLGR_WPLY_OBSV
667367939100798980,Rosie Palm and Her Five Sisters Sunday #SexyHolidays @midnight,VLGR_WPLY_OBSV
667365926250090496,ArmisTITs Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667366156878143488,Valentine's Lay #sexyholidays @midnight,VLGR_WPLY_OBSV
667368860446810113,New Years Queef #SexyHolidays @midnight,VLGR_WPLY_OBSV
667353981077745664,Mannheim Cleveland Steamer #sexyholidays #pointsme @midnight,VLGR_WPLY_OBSV
667359006130728962,@midnight #SexyHolidays Hallopeen,VLGR_WPLY_OBSV
667367545473622016,@midnight #sexyholidays Oh Come On Ye Faithful,VLGR_WPLY_OBSV
667201717956706304,Dat Ash Wednesday #SexyHolidays @midnight,VLGR_WPLY_OBSV
667360726659436544,@midnight hannucum #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667366227896070144,@midnight IndaPOONdence Day #SexyHolidays #PointsMe,VLGR_WPLY_OBSV
667354058609418240,12 Inches of Christmas #sexyholidays #pointsme @midnight,VLGR_OBSV
667371407899099137,#SexyHolidays Vagivus @midnight #PointsMe,VLGR_WPLY_OBSV
667365629280800769,TeaFlag Day #sexyholidays @midnight,VLGR_WPLY_OBSV
667368592091062273,Keister Sunday #sexyholidays @midnight,VLGR_WPLY_OBSV
667370076518146048,Once you go Black Friday. #SexyHolidays #PointsMe @midnight,VLGR_WPLY_OBSV
667365337877356544,Tom Hanksgiving #SexyHolidays #PointsMe @midnight,WPLY_OBSV
667357236256206848,The Great Blumpkin Charlie Brown #SexyHolidays @midnight,VLGR_WPLY_OBSV
