tweet_id,tweet_text,tweet_classifications
750532459641569281,#GotFiredBecause I Keep Promoting My Improv Shows To Customers @midnight,OBSV
750566520338653184,#GotFiredBecause My boss's expectations were too high and so was I. @midnight,OBSV
750728616678268929,#GotFiredBecause I told people it was only tap water in those mineral water bottles @midnight,OBSV
750742279346745344,#GotFiredBecause @midnight hr did not approve of me moonlighting as an anal bleacher in the company bathroom.,VLGR
750726705480892416,#GotFiredBecause it turns out the water cooler doesn't function as a toilet @midnight,ABSD
750726265234137088,#GotFiredBecause I refused to wear a hair net... and pants. @midnight,ABSD
750743686036750336,#GotFiredBecause my Mom called me at work to ask if I was fired because she saw that I posted #GotFiredBecause on Facebook. @midnight,OTHR_OBSV
750715790643658752,@midnight #GotFiredBecause I put hot sauce on my boss's vibrator,OTHR
750725561090183168,Kept inviting all my coworkers to my bringer shows #GotFiredBecause @midnight,OBSV
750725252947152896,"I'm not a freak, it's just that it's the paper comes off the top of the Roll every...single...time... #GotFiredBecause @midnight",ABSD
750723075461775361,"@midnight #gotfiredbecause I fell for the banana in the tailpipe, and that's why I was late ..",OTHR
750718736064057344,"@midnight because working while horny, naked, and high on bath salts is frowned upon #GotFiredBecause",VLGR
750730804771233792,@midnight #GotFiredBecause Apparently watching porn during a staff meeting is frown upon..,VLGR
750716990910857216,@midnight #GotFiredBecause i didn't make a game of thrones joke in the GoTFired hashtag,ABSD
750741459649695745,#GotFiredBecause @midnight used the company copier to make my own porngraphic magazine,VLGR
750717146616004608,@midnight #GotFiredBecause Told them I identify as Mexican and demanded siesta time. They agreed but I left a hat and mannequin in the chair,OBSV
750748097874100224,@midnight because 2 + 2 does not equal 5. #gotfiredbecause,OBSV
750732111326445568,#GotFiredBecause I wasn't wearing pants @midnight,ABSD
750742004678656000,#GotFiredBecause I'm not supposed to know where the beef is. @midnight,OTHR
750715609038458881,#GotFiredBecause I Welcomed You To Costco And Loved You @midnight https://t.co/82bJgOfypT,ABSD
750724362844577792,Other priests found out I like girls... #GotFiredBecause @midnight,NHMR
750735687461269504,#GotFiredBecause Ted from @LIFECOACHERS is my inspiration and tells me to do cool stuff. @midnight,OBSV
750748548669452289,@midnight #GotFiredBecause this tweet didn't become tweet of the day,IRNY_OBSV
750738272888975360,"@midnight #GotFiredBecause I wouldn't give @hardwick the ""extra-special"" Vulcan hand salute.",IRNY_ABSD
750741799828795392,#GotFiredBecause @midnight I was limp on set,OTHR
750715997255036929,@midnight #GotFiredBecause i made a customer self aware,OTHR
750742484507033601,"#GotFiredBecause you know, the slayings and whatnot. @midnight",VLGR
750742305003474944,#GotFiredBecause Pig Latin is not the official language of the San Francisco Police Dept. @midnight,ABSD
750725156369108992,Your employer got too lazy watching news about Donald Trump that they went bankrupt and went out of business. #GotFiredBecause @midnight,OBSV
750748425407361024,#GotFiredBecause writing Dick for everyone's name is somehow wrong at Starbucks #starbucks @midnight @nerdist @hardwick,ABSD_OBSV
750722175120834560,I wouldn't allow anal .. #GotFiredBecause @midnight,VLGR
750750175673606148,#gotfiredbecause @midnight I taught science at Sunday school.,OBSV
750721747884777474,"Apparently it's inappropriate to get that ""deep down"" itch on the sales floor. @midnight #GotFiredBecause",VLGR
750733595304755200,#GotFiredBecause I brought pot brownies to the office pot luck. @midnight,ABSD_OBSV
750734580148277248,"#GotFiredBecause sending a male stripper to a homophobic office manager is ""frowned upon"". @midnight",OBSV
750725233011818497,"Apparently stalking is ""bad"" #GotFiredBecause @midnight",OTHR
750724521997447169,The worldwide secret government is downsizing #GotFiredBecause @midnight,ABSD
750724810867503108,#GotFiredBecause @midnight https://t.co/1L8wCaLjTD,NHMR
750748467752898561,Latest buzz for Protein Bar: https://t.co/Cdx3ai3PNo - RT @edwardgass #GotFiredBecause I thought Protein Bar was a sex act. @midnight,OBSV
750747337488609280,@midnight #GotFiredBecause #HollywoodSoWhite,OBSV
750745014150369280,.@midnight #GotFiredBecause iDump on #CompanyTime &amp; iLike 2Play w/Matches #OSnap call #AloeVera BCmyTweets #OverBurn https://t.co/3fgHgeILbA,WPLY_OBSV
750734697815085056,#GotFiredBecause I'm not #MoreTrustedThanHilary @midnight,NHMR
750743618177019904,"My definition of ""casual"" means not wearing pants. Made for some awkward casual Fridays. #GotFiredBecause @midnight",ABSD_OBSV
750735135364960256,"#GotFiredBecause Told the boss he missed his calling as a Crash Test Dummy.Also, apparently missed his humor calling. @midnight",ABSD_OBSV
750742615843364864,#GotFiredBecause of my Kim Davis love letters. @midnight,OBSV
750732644334395392,"#GotFiredBecause of repeated ""unwanted,"" sexual advances @midnight",VLGR
750719032379183104,@midnight #GotFiredBecause She said fill her up!!,WPLY
750746920520417280,I started using an all natural deodorant #GotFiredBecause @midnight,OBSV
750743726402654210,#GotFiredBecause my white elephant gift was scabies @midnight,ABSD
750716122568228864,"@midnight #GotFiredBecause look, i just really fucking hate customers",OBSV
750736251163058176,"#GotFiredBecause Kept trying to warn people ""Winter is coming"". @midnight",OBSV
750749524155478017,#GotFiredBecause i let the little girl play with matches @midnight https://t.co/45KYm5diDF,OBSV
750718864481288193,#GotFiredBecause I tampered in God's domain #HashtagWars @midnight,ABSD
750736717569810432,Apparently toe jam is not an appropriate topping for kindergarten snacks #gotfiredbecause @midnight,ABSD
750732438033145856,#GotFiredBecause I refused to stir the secret sauce with my dick. #FinalIngredient @midnight,VLGR
750725568124051458,@midnight #GotFiredBecause I didn't keep my pimp hand strong,VLGR
750716304961581056,#GotFiredBecause @Midnight I sexually harassed @GretchenCarlson. https://t.co/ZM0rbgFlga,VLGR
750733556205297664,#GotFiredBecause i forgot my twitter password @midnight,OBSV
750734131802279936,"#GotFiredBecause apparently, the ""remove the stick from your ass"" Barbie Doll is not an appropriate Christmas gift. @midnight",VLGR
750718096290123776,#GotFiredBecause I brought Oreo cookies to the Klan rally. @midnight,OBSV
750736393677201408,Crotchless pants are apparently frowned upon in an office setting #GotFiredBecause @midnight,VLGR
750747210241888256,@midnight #GotFiredBecause @hardwick took all the available jobs,OBSV
750737707526127616,Grandma complained about my camerawork. #GotFiredBecause @midnight,IRNY
750723449656573953,I said Kirk &gt; Picard .. #GotFiredBecause @midnight,OBSV
750743013706592260,#GotFiredBecause I thought Protein Bar was a sex act. @midnight,VLGR
750725186714992642,I kept talking about my non-vaccinated kids behaving so well at a measles party #GotFiredBecause @midnight,OBSV
750743185186496512,@midnight #GotFiredBecause I stuck my wiener in the deep fryer #PointsMe,VLGR
750748642462474240,@midnight #GotFiredBecause THIS tweet made tweet of the day. #SuckIt,NHMR
750727119538298880,"#GotFiredBecause I kept tweeting ""Moody Oprah"" @midnight",OBSV
750729540612206593,#GotFiredBecause I told my manager that his nose looked like a penis which it did. @midnight,ISLT
750717262282297346,@midnight #GotFiredBecause i spilled that vial of super virus in Rio (but don't tell anyone),OBSV
750743310487154688,@midnight #GotFiredBecause I told a snobby customer that I'll make him take MY orders #PointsMe,OBSV
750720913960738816,#GotFiredBecause I slept with my boss... but refused to have sex with him #HashtagWars @midnight,VLGR_OBSV
750717352363208704,#GotFiredBecause I Eat Pussy @midnight https://t.co/4xMMWT3ErB,VLGR
750743356519571456,"#GotFiredBecause Of my belief in celebrating Festivus, esp. the Airing of Grievances @midnight",OBSV
750532878505611264,"#GotFiredBecause My ""Staff Picks"" are what brought down the entire Blockbuster Video empire. @midnight",ABSD_OBSV
750542685971312642,"#GotFiredBecause my boss found out about that ""art film"" I did in college. @midnight",VLGR_OBSV
750549276737110017,#GotFiredBecause balls deep is not an acceptable answer when asked about my works progress. @midnight,VLGR
750547173054570500,#GotFiredBecause I yelled out the wrong company's name while sleeping with the boss. @midnight,VLGR_OBSV
750533669073330176,#GotFiredBecause I microwaved fish @midnight,OBSV
750546862931861505,#GotFiredBecause I spayed the wrong dog @midnight,OTHR
