tweet_id,tweet_text,tweet_classifications
743620118933049344,@midnight Hit me Daddy one more time! #DadSongs,VLGR_OBSV
743627689165107200,You Raised Me Up #DadSongs @midnight,WPLY_OBSV
743633901990608897,Mama don't let our babies grow up to be Cub fans #DadSongs @midnight,ISLT_OBSV
743823976061886464,"Everything I do, I do it for you AND YOU ARE SO UNGRATEFUL #DadSongs @midnight",OBSV
743584281222647808,#DadSongs Every breath you take in my Dutch Oven @midnight,OBSV
743586228474281984,"#DadSongs Say you, say what? @midnight",OBSV
743613034736672768,#DadSongs @midnight karma karma karma chameleon bass fishing boat paint job,OBSV
743699382562742273,#DadSongs I'm a Long Bone Daddy @midnight,OBSV
743626955111698432,Dad Songs (Say So Much) #DadSongs @Midnight #HashtagWars @EltonOfficial,WPLY_OBSV
743585285234167808,#DadSongs Whomp! There it is.... pick it up before it gets away @midnight,OBSV
743627042017656832,He works hard for the money @midnight #DadSongs,OBSV
743583209208840192,Your futures so shite you better wear shades #DadSongs @midnight,VLGR_OBSV
743586790116732928,#DadSongs Stairway to Boredom @midnight,WPLY_OBSV
743640770758926337,"@midnight my kid's favorite lullaby is ""creep"" by radiohead. #dadsongs",OTHR_OBSV
743669780499075072,I Hate Everything About You #DadSongs @midnight #SorryImLate #IWasOnVacation,OBSV_ISLT
743714119757365248,"@midnight #DadSongs Man, I feel like reclinin'",OBSV
743590732934619141,@midnight #DadSongs You WERE the sunshine of my life and then you grew up and had a mind of your own.,OBSV
743600078057791488,@midnight #hashtagwars #dadsongs Fake Plastic Knee replacements,OBSV
743585973477335040,#DadSongs You've been hitting it wrong... for a long time @pagetpaget @midnight,OBSV
743695388360617988,#DadSongs Papa's Got a Brand New Ostomy Bag @midnight,OBSV
743584756433096704,"#DadSongs Call Me, just not after 8pm @midnight",OBSV
743691069162807296,#DadSongs Papa Had a Rolling Stone @midnight,WPLY_OBSV
743639439251906560,I Am The Preacher Man #DadSongs @midnight,WPLY_OBSV
743691497984262144,"#DadSongs Daddy, Don't You Walk and Scratch @midnight",OBSV
743693011045883904,#DadSongs Don't Pry Daddy @midnight,WPLY_OBSV
743618824851824640,@midnight #DadSongs Another Beer Bites the Dust,OBSV
743611674641367040,In fun to stay at the YWCA! #DadSongs @midnight,OBSV
743713312395825157,@midnight #DadSongs I've got my mind on your mommy and your mommy on my mind.,OBSV
743579699289284608,The funniest thing about #DadSongs from @midnight last night is that I can't help but read them to the sound of the original tune.,IRNY
743584983718203393,#DadSongs Stayin' alive one more night @midnight,OBSV
743627104143572992,I Like Beer Guts and I cannot lie.... #DadSongs @midnight,NHMR
743694161430274048,#DadSongs My Father's Brown-Eye @midnight,OBSV
743825288979615744,I Still Haven't Found What I'm Looking For in the Fridge #DadSongs @midnight,OBSV
743586996409401344,#DadSongs You can't always get what you want @midnight,NHMR
743638097909288962,Time to Get Grill #DadSongs @midnight @beastieboys,WPLY_OBSV
743289935923392512,Were You Born This Way In a Barn? #DadSongs @midnight,OBSV
743284691390857216,Can't Touch This Thermostat #DadSongs @midnight,OBSV
743294513209217024,Baby You Can Drive My Car if you fill it up #DadSongs @midnight,OBSV
743286880662327297,Working For The Custody Weekend #DadSongs @midnight,OBSV
743285239716413440,I Would Walk 500 Miles to School in 10 Feet of Snow #DadSongs @midnight,OBSV
743293634963898369,Comb Over Beethoven @midnight #DadSongs,OBSV
743322220072599552,I Want to Fix My Bicycle #DadSongs @midnight,OBSV
743284152603029504,Anarchy In The Utility Room #DadSongs @midnight,OBSV
743284803114536960,Sweet Child Support O' Mine #DadSongs @midnight,OBSV
743285001479929856,@midnight Everybody Have Puns Tonight #DadSongs,OBSV
