tweet_id,tweet_text,tweet_classifications
649634080129060866,This End Pu #BadTrampStamps @midnight,VLGR_WPLY
649629568773566464,#BadTrampStamps @midnight Come In,VLGR_WPLY
649630929909063680,#BadTrampStamps @midnight [Unicorn Skewering Bambi],ABSD_OBSV
649632956454203392,@midnight #BadTrampStamps Points! Ron Funches!,ISLT
649630237634859008,Deliveries in front #BadTrampStamps @midnight,VLGR_WPLY
649626460626382848,My Name Is __________. #BadTrampStamps @midnight,ABSD_OBSV
649630603793571840,#BadTrampStamps @midnight Cheap But Not Free,OBSV
649634507528646656,"@midnight an arrow, with Whats down there? The answer may surprise you! #clickbait #BadTrampStamps",OBSV
649641665280536576,Roto-Rooter 1-800-768-6911 #BadTrampStamps @midnight https://t.co/le7uxxBsKn,ABSD_OBSV
649635422352465920,@midnight open 24/7 like 7-11 #badtrampstamps,VLGR_OBSV
649629764458782720,@midnight Men at Work #BadTrampStamps,VLGR_OBSV
649643523994599424,@midnight Hello Butt Kitty #BadTrampStamps https://t.co/I5Hi5ox5li,VLGR_OBSV
649639940733562880,WassUp #BadTrampStamps @midnight,ABSD
649625859557429248,E = MC2 #BadTrampStamps @midnight,OBSV
649637801261166592,Let me know if you find my keys #BadTrampStamps @midnight,ABSD_VLGR
649630387858239488,#BadTrampStamps @midnight Can't Buy Me Love,ABSD
649625704833916928,#BadTrampStamps This Tat Part of a Quid Pro Quo @midnight,ABSD_OBSV
649640484286148608,@midnight PROUD SOCCER MOM #BadTrampStamps #HashtagWars THIS WAS IN ALL CAPS at 1:59AM @LisaBloom (Fuck them.),ABSD_VLGR
649638740067905536,@midnight #BadTrampStamps My Name is Alberto Montoya. You Killed My Father. Prepare to Die.,ABSD_OBSV
649635176721485825,@midnight come inside #badtrampstamps,VLGR_WPLY
649629263314882560,Wherefore art thou Romeo? #BadTrampStamps @midnight,OBSV
649642500093702144,Born Wilde #BadTrampStamps @midnight,ABSD
649631513089183744,"Pardon Me, But Do You Have any Grey Poupon? @midnight #BadTrampStamps",ABSD_OBSV
649628825438027776,#BadTrampStamps @midnight Open For Business,VLGR
649629833387896832,Slide credit card here #BadTrampStamps @midnight,ABSD_VLGR
649629084419538944,#BadTrampStamps @midnight My Turn,VLGR
649635991142068224,Trump 2016 @midnight #BadTrampStamps #HashtagWars,ISLT_OBSV
649631449549807616,#BadTrampStamps @midnight High Inside,NHMR
649637345646374912,I PU OUT #BadTrampStamps @midnight,VLGR_WPLY
649640503596707841,Crack is Wack #BadTrampStamps @midnight,WPLY_OBSV
649627015738339328,"@midnight congratulations, you're a pedophile #badtrampstamps",ABSD
649635316068970496,"#BadTrampStamps @midnight picture of Judge Judy saying ""Only Judy Can Judge You.""",ABSD_OBSV
649628721486385153,#BadTrampStamps @midnight Now I Have To Kill You,ABSD
649427064131592193,Need a penny? Take a penny. Have a penny? Leave a penny. #BadTrampStamps @midnight,ABSD
649627943807811584,"#badtrampstamps @midnight ""He who can remove the sword shall be King""",ABSD_OBSV
649630916604616704,Good to the Last Drop @midnight #BadTrampStamps,OBSV
649627282189893632,@midnight The Target Logo #BadTrampStamps,ABSD_OBSV
649628910473355264,@midnight Are You There Yet? #BadTrampStamps,VLGR
649637510054735873,When pumpkin spice latte about to run out at Starbucks @midnight @TastelessGents #Peeple #BadTrampStamps #Empire http://t.co/wm6qDiUcU5,OBSV
649640882963091460,More Cushion for the Pushin' #BadTrampStamps @midnight,VLGR
649636946294231040,Tesla Charging Port #BadTrampStamps @midnight,ISLT_VLGR_OBSV
649633962256560128,My wife says this is my best side. #BadTrampStamps @midnight,OBSV
649641246365880320,HazardiuSs #BadTrampStamps @midnight,ISLT_WPLY_OBSV
649629924412817408,@midnight Brooks Was Here #BadTrampStamps,OBSV
649629972496273409,#BadTrampStamps @midnight I'm Yours,NHMR
649643726537666561,Her parents disappointment characterized through emoji. #BadTrampStamps @midnight,ABSD
649630451469037568,@midnight One-wiper #BadTrampStamps,VLGR
649628573909843968,#BadTrampStamps @midnight So's Your Mom,VLGR
649629539883204608,"@midnight #BadTrampStamps ""Over 1 Billion Served""",VLGR
649631172067258369,"""Results may vary!"" #BadTrampStamps @midnight",VLGR
649628170430377990,#BadTrampStamps @midnight Your Fifth Visit Is Free,VLGR
649629022075416576,#BadTrampStamps @midnight Available For Parties,VLGR
649638507162550272,"Thanks for always being there, Dad #BadTrampStamps @midnight",ISLT
649441191046610944,Follow the Fear #BadTrampStamps @midnight,NHMR
649630787772542976,It's bigger on the inside! @midnight #BadTrampStamps,VLGR
649633200910659584,"""You're, my daddy""! #BadTrampStamps @midnight @nerdist",ISLT
649630731300376576,#BadTrampStamps @midnight Daddy Says Hi,ISLT
649630438995181569,Phillip? RT @ThisAsylumEarth: My Name Is __________. #BadTrampStamps @midnight,NHMR
649637192403279872,IPA Exhaust Port #BadTrampStamps @midnight,ABSD_VLGR
649639645379096576,Pendejo #BadTrampStamps @midnight,VLGR
649630081615171584,Vote Trump! #BadTrampStamps @midnight,ISLT_OBSV
649634441242017792,The top half of Nick Nolte's mugshot #BadTrampStamps @midnight,OBSV_ABSD_ISLT
649642213647904768,STD #BadTrampStamps @midnight,VLGR
649630613364998145,Hi Einstein RT @schm3cky: E = MC2 #BadTrampStamps @midnight,NHMR
649630566195720192,Knock Before Entering #BadTrampStamps @midnight,ABSD_VLGR
649631539127422976,Elephant Graveyard #BadTrampStamps @midnight,ABSD_VLGR_OBSV
649427716090003457,Post No Bills #BadTrampStamps @midnight,ABSD
649636653041078272,There's Always Room For J-E-L-L-O @midnight #badtrampstamps,ABSD
649632816985018368,The Happiest Place On Earth @midnight #badtrampstamps,VLGR
649640722811895808,ForNevEr #BadTrampStamps @midnight,WPLY
649628041421848577,Planned Parenthood #BadTrampStamps @midnight,ABSD_OBSV
649633357530140672,Eatin' Good In The Neighborhood @midnight #BadTrampStamps,OBSV
649638186189221888,These hoes ain't loyal @midnight #BadTrampStamps,VLGR
649634006460334080,Please keep all hands and feet inside the vehicle while in motion. @midnight #BadTrampStamps #HashtagWars,ABSD_OBSV
649635816537387009,Wide Load #BadTrampStamps @midnight,OBSV_ISLT
649633769108951040,"""Backdraft"" #BadTrampStamps @midnight",VLGR
649631551769153536,"""Wash with like colors. Tumble dry low"" #BadTrampStamps @midnight",ABSD_OBSV
649626501382557696,Dad wuznt their #BadTrampStamps @midnight,ISLT
649640283672588288,Enter at Your Own Risk #BadTrampStamps @midnight,VLGR
649634606266736640,Donald Trump Campaign Center #BadTrampStamps @midnight,OBSV_ISLT
649639983863590912,"Take A Penny, Leave A Penny #BadTrampStamps @midnight",ABSD
