tweet_id,tweet_text,tweet_classifications
664567364005048322,Bossy Plants #ScienceABook @midnight,WPLY_OBSV
664576178536058880,MCMLXXXIV #ScienceABook @midnight,WPLY_OBSV
664582432486612992,Heaven is not Real (just a belief) #ScienceABook @midnight,WPLY_OBSV
664593058684674053,The Hyperphagia Games #ScienceABook @midnight,WPLY_OBSV
664548021657440257,War Horse Head Nebula @midnight #ScienceABook #hashtagwars,WPLY_OBSV
664573366431555585,Lord of the Rings of Saturn #ScienceABook @midnight,WPLY_OBSV
664572421886730240,Of mice and Homo sapiens #ScienceABook @midnight,WPLY_OBSV
664550332135927808,Everything You Always Wanted to Know About Climate Change* (but were afraid to ask) #ScienceABook @midnight,WPLY_OBSV
664584998175899648,The Grapes Of Math #ScienceABook @midnight,WPLY_OBSV
664596015136272384,Gravity's Rainbow. #ScienceABook @midnight did I do it right?,NHMR
664304368326414336,Charlotte's WebMD #ScienceABook @midnight,WPLY_OBSV
664542332126019584,Hitchhiker's Guide to Astrophysics @midnight #ScienceABook,WPLY_OBSV
664594235476299776,How To Extirpate A Mockingbird #ScienceABook @midnight https://t.co/wefsYBFWZc,WPLY_OBSV
664559944599998466,Higgs boson with the wind @midnight #ScienceABook #PointsMe,WPLY_OBSV
664564749116420100,The World According to Quark #ScienceABook @midnight,WPLY_OBSV
664299256992272384,To Kill A Hawkingbird #ScienceABook @midnight,WPLY_OBSV
664554059643273216,The Barn Bunsen Burner #ScienceABook @midnight,WPLY_OBSV
664581745937948676,@midnight A Tale of Two Shrodinger's Cats #ScienceABook,WPLY_OBSV
664593657366990850,"The Panthero Leo, The Alchemist And The Wardrobe Of Science #ScienceABook @midnight",WPLY_OBSV
664594343630622720,Catch 484^0.5 @midnight #ScienceABook #toolate,WPLY_OBSV
664592691410444289,The Divinci Gold Ratio #ScienceABook @midnight https://t.co/bEeFPssGBK,WPLY_OBSV
664575718722945024,David (CU)field #ScienceABook @midnight,WPLY_OBSV
664583742472650752,Game Theory of Thrones @midnight #ScienceABook,WPLY_OBSV
664549622522736641,@midnight The Picture of Dorian Grey's Anatomy #ScienceABook,OBSV
664546292551536641,#ScienceABook @midnight Tesla of the d'Urbervilles,WPLY_OBSV
664586066595221504,@midnight The Lord of the Rings of Saturn #ScienceABook,WPLY_OBSV
664583540189761537,@midnight Of Lab Mice and Men #ScienceABook,OBSV
664581836589273088,Don oxidizediqoti #ScienceABook @midnight,WPLY_OBSV
664568435217719297,The Pi Of Life #ScienceABook @midnight,WPLY_OBSV
664542733252608000,Harry Potter and The Theory of Everything. #ScienceABook @midnight,OBSV
664543141572116480,"@midnight Slow Chromatically Shifted Pisces, Fast Chromatically Shifted Pisces, I Pisces, II Pisces #ScienceABook",OBSV
664584279142215680,The Maltese Millennium Falcon #ScienceABook @midnight,WPLY_OBSV
664584221042741249,The Big REMS #ScienceABook @midnight,WPLY_OBSV
664567994459230208,Harry Potter and the Deathly Airborne Pathogens #ScienceABook @midnight,OBSV
664548152230469632,Literature and mad science collide on @midnight. #ScienceABook @EugeneMirman https://t.co/egsrdYxck3 https://t.co/tDFBNeaPcP,NHMR
664558535636869120,@midnight The Lord of the Musca Domestica Linnaeus #ScienceABook #PointsMe,OBSV
664299124850753536,@midnight Lord Of The Hydrocarbon Rings #ScienceABook #PointsMe,WPLY_OBSV
664581573291831297,Jane Eyreodynamics #ScienceABook @midnight,WPLY_OBSV
664586076506292225,A Clockwork Agent Orange #ScienceABook @midnight,WPLY_OBSV
664577705980116993,Harry Potter and the Peer Reviewed Theory of Paleomagnetic Reversals #ScienceABook @midnight #PointsMe,OBSV
664572675164012544,Philae Lander's Guide to the Galaxy #ScienceABook @midnight,WPLY_OBSV
664302500825055232,Flowers For Algebra #ScienceABook @midnight,WPLY_OBSV
664548833536442368,Moby Penis @midnight #ScienceABook,WPLY_OBSV_VLGR
664588461752627201,The league of extraordinary particles #ScienceABook @midnight,OBSV
664551399024291840,@midnight Higgs-Boson Crusoe #ScienceABook,WPLY_OBSV
664544657582391296,@midnight 1x10^3+1 Arabian Nights #ScienceABook,WPLY_OBSV
664557653301956608,"Pi, Claudius #ScienceABook @midnight",WPLY_OBSV
664570848074858496,The Refractory Man #ScienceABook @midnight,OBSV
664580906280030208,Pride and Polarity #ScienceABook @midnight,WPLY_OBSV
664299297316274176,Of Laboratory Mice and Men #ScienceABook @midnight,WPLY_OBSV
664550019039518722,Celsius 232.777777777777 #ScienceABook @midnight,WPLY_OBSV
664549129541050369,@midnight Of Mice and Men in Lab Coats #ScienceABook,WPLY_OBSV
664562563112243200,"@midnight @hardwick ""Horton Hears A @WHO"" #ScienceABook #PointsMe",WPLY_OBSV
664547417778352128,#ScienceABook @midnight lord of the antropoda dipteras,OBSV
664550405574037505,@midnight #ScienceABook We don't need no stinking #PointsMe Treasure of Sine Cosine,WPLY_OBSV
