tweet_id,tweet_text,tweet_classifications
722990207654465537,Joss Weedon #420Celebs @midnight,OBSV_WPLY
723176435653992448,@midnight Little Hemporer #420Celebs https://t.co/KnuiaP428y,OBSV_WPLY
723172206180749312,@midnight #420Celebs Beethoven's eighth,OBSV_WPLY
723193253223227392,Squint Howard #420Celebs @midnight,OBSV_WPLY
723198464709013504,Mahotbox Ganjadi #420celebs @midnight,OBSV_WPLY
723173843813060610,@midnight #420Celebs Mary Jane Blige,OBSV_WPLY
723192556079575041,MK Ultron #420Celebs @midnight https://t.co/PcPNxaVf0i,OBSV_WPLY
723176716219244545,@midnight BUDdy holly #420Celebs,OBSV_WPLY
723173204076810241,John Lemon.. Haze #420Celebs @midnight,OBSV_WPLY
723193707525083136,#420Celebs Vape Beckinsale @midnight,OBSV_WPLY
723173864742772736,@midnight Jon Bong Jovi #420celebs,OBSV_WPLY
723181108565708800,@midnight Nug Benson #420Celebs,OBSV_WPLY
723187104210030593,@midnight Dustin cough to get offman #420Celebs,OBSV_WPLY
723186224844922881,Josh Bowlin #420Celebs @midnight,OBSV_WPLY
723201764909002752,"#420Celebs .@midnight Donald ""J"" Trump ...Paranoid; Rambling; Distorted take on Reality --Must be smokin' dust https://t.co/I1Eq8Ie9X5",ISLT_OBSV_WPLY
723195689208000514,Lucy Bongless #420Celebs @midnight,OBSV_WPLY
723187927514140672,#420Celebs Notorious THC @midnight,OBSV_WPLY
723204866860978176,@midnight Chris Harsh bong rip #420celebs,OBSV_WPLY
723178167213654017,Blunt Shelton #420Celebs @midnight,OBSV_WPLY
723203387009863682,@midnight Inhaley Schumer #420Celebs #JointsMe #pointsme,OBSV_WPLY
723201717290995712,Nobody went with Emily Blunt? #420Celebs @midnight,OTHR_OBSV_WPLY
723199285307666432,#420Celebs @midnight Doobie Reynolds J. R. R. Tokin' Alicia Bringin' In a Couple of Keys,OBSV_WPLY
723188593888358402,Afghan Kusher #420Celebs @midnight,OBSV_WPLY
723185446801575936,@midnight #420Celebs The one and only @TherealRVD!,OBSV
723171435527557127,Barry Bongwater #420Celebs @midnight,OBSV_WPLY
723204494876512258,This one's a golden one: @midnight Ku$ha @KeshaRose #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723173269755432960,#420Celebs Jb Bush @midnight https://t.co/GRxqDL09c4,OBSV_WPLY
723197145432526849,"#420Celebs @midnight Indica.arie Dank Azaria Emily Blunt, duh Johnny Hash Dugout Benson ftw",OBSV_WPLY
723191946169044992,Angela Querkle #420Celebs @midnight,OBSV_WPLY
723193530965843968,"H. Jon Benjamin, the H is for high. #420celebs @midnight",ABSD_OBSV
723192871558373376,#420Celebs @midnight Helen RedEye,OBSV_WPLY
723204588879257601,@midnight Billy Crystal Bong #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723193307564642304,It's #TimeToBernieSanders @midnight #420Celebs,OBSV
723175814846550016,The Hindu kardashians #420Celebs @midnight,OBSV_NHMR
723191295183708160,Run THC #420Celebs @midnight,OBSV
723177327455264768,Snoop Bong #420Celebs @midnight since I don't do drugs that's the best I've got,OBSV_WPLY
723197707381280768,#420Celebs .@midnight JOINT Session of Congress ..must be Stoned-Argue same BS; Never get Anything done @hardwick https://t.co/JRYzIx1chU,OBSV_WPLY
723193405057060865,Mean Seth Green #420Celebs @midnight,OBSV_WPLY
723174064349552640,Spike Lee Joint #420Celebs @midnight,OBSV_WPLY
723203862035755009,@midnight Nikki Blaze-up #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723204072954695681,@midnight Seth Tokin' #420Celebs #JointsMe #PointsMe,OBSV_WPLY
723187269620916224,"#420Celebs .@midnight (Seems obvious--didn't mean to blow smoke on any earlier Doobie mention, man) https://t.co/qBpYrVienf",OBSV_WPLY
723179583017644033,CBD Cooper #420Celebs @midnight,OBSV_WPLY
723203306013614081,@midnight #420Celebs Hillary Dank.,OBSV_WPLY
723192127170039808,#420Celebs @midnight Oliver Stoned,OBSV_WPLY
723174715498450945,The Chronic formally smoked by Prince #420Celebs @midnight,OBSV_WPLY
723178447413989377,"Since she's going to be on the $20 bill, more like Harriet Dub-man, amirite? #420Celebs @midnight",OBSV_WPLY
723188094862659587,Indiana Indica Jones #420Celebs @midnight,OBSV_WPLY
723179074047324161,"Paul F Tomkins (the ""F"" stands for Funions) #420Celebs @PFTompkins @midnight",OBSV_WPLY
723188468898095104,Berry White #420Celebs @midnight,OBSV_WPLY
723181036377501696,Emily Blunt Wrap! @midnight #HashtagWars #420Celebs,OBSV_WPLY
722991144007692288,Joint Behar #420Celebs @midnight,OBSV_WPLY
723003570392424449,"Laura ""High As A"" Keightlinger #420Celebs @midnight",OBSV_WPLY
722998781281624065,Up In Smokey Robinson #420Celebs @midnight,OBSV_WPLY
