tweet_id,tweet_text,tweet_classifications
748205205364277249,Do the Right Swamp Thing #BadMonsterMovies @midnight,OBSV
748223929009864704,Dr. Jekyll &amp; Mr. Wizard #BadMonsterMovies @midnight,OBSV
748194138080829440,@midnight 13 Ghost Crabs #BadMonsterMovies,ABSD_OBSV_WPLY
748201400543420416,Attack of the Fried Green Tomatoes #badmonstermovies @midnight,ABSD_OBSV
748177283328802817,Pet Inseminare 2 The Cat's Undead and Pregnant #BadMonsterMovies @midnight,OBSV_ABSD
748204885896728576,@midnight Frankenbrine #PointsMe #BadMonsterMovies,OBSV_WPLY
748190395427762177,The Invisible Flan #BadMonsterMovies @midnight,ABSD_OBSV_WPLY
748190378830901248,Drake-ula #BadMonsterMovies @midnight,OBSV_WPLY
748176004493893632,For All Dogs There's No Such Thing As Heaven #BadMonsterMovies @midnight,OBSV
748174727072518149,28 Weeks Later How did you not know you were pregnant? #BadMonsterMovies @midnight,ABSD_OBSV
748183896882176000,"From Hell, so from what Jersey? #BadMonsterMovies @midnight",ISLT_OBSV
748190590181900288,Texas Chainsaw Knitters #BadMonsterMovies @midnight,OBSV_ABSD
748215745943855104,@midnight #BadMonsterMovies 28 Days Late,OBSV_WPLY
748186762120290304,The Nice Dead #BadMonsterMovies .@midnight,OBSV
748175170435616769,Second-to-Last Man on Earth #BadMonsterMovies @midnight,ABSD_OBSV
748181058177273856,Hostel for Dogs #BadMonsterMovies @midnight,OBSV
748201480067284992,Retweeted Casey Corbin (@CaseyCorbin): The Mummy Retweets #BadMonsterMovies @midnight,OBSV
748195125826723840,Roc 'n' Troll High School #BadMonsterMovies @midnight,OBSV_WPLY
748188102485741568,Evil Dad Behind the Eyes (the Kardashian story) @midnight #badmonstermovies,ISLT_OBSV
748194241323614209,@midnight The Tickling #BadMonsterMovies,ABSD_OBSV_WPLY
748229458813816832,Illegal Aliens v Predator @midnight #BadMonsterMovies,OBSV_WPLY
748181435517796353,@midnight Mary Shelley's Frankenberry #BadMonsterMovies,OBSV_WPLY_ABSD
748202009656954880,Interview with an Umpire #badmonstermovies @midnight,ABSD_OBSV_WPLY
748177363926581249,Instagrammer Nazis on the Moon #BadMonsterMovies @midnight,ABSD_OBSV
748196742886109184,Ginger Snapples #BadMonsterMovies @midnight,ABSD_OBSV_WPLY
748181164813254662,8mm Penis #BadMonsterMovies @midnight,OBSV_VLGR
748172332015857665,@midnight #badmonstermovies Carrie... Underwood,OBSV_WPLY
748184343063977990,Minimum Under-drive #HashtagWars #BadMonsterMovies @midnight,OBSV_WPLY
748204442240061440,@Midnight #PointsMe Wrong Turn 7: Get GPS Already! #BadMonsterMovies,OBSV
748180911355682816,The Hills Have Glaucoma #BadMonsterMovies @midnight,ABSD_OBSV
748203313796120577,Killer Crows From Outer Space #BadMonsterMovies @midnight,OBSV_WPLY
748213978094919680,Rose McGowan's Baby #BadMonsterMovies @midnight,ISLT_OBSV
748183949336141825,The Boids #BadMonsterMovies @midnight,OBSV_WPLY
748184212423901184,Zipperback: the monster with a zipper... on its back! #BadMonsterMovies @midnight,ABSD_OBSV
748198212633231361,King Kong: The XXX Parody #BadMonsterMovies @midnight,OBSV_VLGR
748203537113415680,@midnight #PointsMe Scott Wolfman #BadMonsterMovies,OBSV
748176246345957376,@midnight #badmonstermovies The Fecal Avenger,OBSV_VLGR
748225488334761984,@midnight Gozilla's Not Dead #BadMonsterMovies,OBSV
748172852675776512,@midnight #badmonstermovies King Dong,OBSV_VLGR_WPLY
748201680089526273,Coors Silver Bullet #badmonstermovies @midnight,OBSV_WPLY
748205747973009408,"The Cabernet of Dr. Caligari or The Island of Doctor Merlot #BadMonsterMovies @midnight Either way, I could use a drink",OTHR_OBSV_WPLY
748191791841632258,Americans Wear Wool in London #BadMonsterMovies @midnight,ABSD_OBSV_WPLY
748180529644658688,PumpkinHead A Freak in the Bed C'mon baby give me a little PumpkinHead #BadMonsterMovies @midnight,OBSV_VLGR
748212915375792132,Frankenstein vs The Mommy #BadMonsterMovies @midnight,OBSV_WPLY
748173122537324544,Peter Pan's Labyrinth #BadMonsterMovies @midnight,OBSV_WPLY
748228875688124416,10 Swampthings I Hate about You #BadMonsterMovies @midnight,OBSV_WPLY
748177158271492096,Pet Inseminare #BadMonsterMovies @midnight,OBSV_WPLY
748180222810460161,The Humpback of Notre Dame #BadMonsterMovies @midnight,ABSD_OBSV_WPLY
748173382034677762,Dr. Gregory House 2 The Second Story #BadMonsterMovies @midnight,OBSV_WPLY
748210367742910464,@midnight #BadMonsterMovies Mad Monster Birthday Party,OBSV_WPLY
748202671069339648,Frighty Night Lights #badmonstermovies @midnight,OBSV_WPLY
748215072816795648,@midnight #BadMonsterMovies Rosemary and Baby Kale,OBSV_WPLY
748173961146601473,Invasion Of The Head Thatchers @midnight #BadMonsterMovies https://t.co/W5677BDTbW,OBSV
748183891282800640,#BadMonsterMovies The Snicker Man @midnight,WPLY
748175315894214656,The Mummy vs. The Daddy #BadMonsterMovies @midnight,OBSV_WPLY
748204230301880320,@midnight #PointsMe Hallowiener #BadMonsterMovies,OBSV_VLGR_WPLY
748183605277564930,Fright of the Navigator #BadMonsterMovies @midnight,OBSV_WPLY
748177509410181121,Creepshow Me Your Tits #BadMonsterMovies @midnight,OBSV_VLGR_WPLY
748171092561297409,Spiderpeople from the Deep Web #BadMonsterMovies @midnight,OBSV_WPLY
748184685994352640,Stephen King's The Bag of Flaming Poo Tommyknockers #BadMonsterMovies @midnight,OBSV_VLGR
748204317878910976,@midnight #PointsMe Fredzilla! #BadMonsterMovies,OBSV_WPLY
748175128307994624,Child's Play Show Me on the Chucky Doll Where He Touched You #BadMonsterMovies @midnight,ABSD_OBSV
748191341528571904,Sometimes They Come on Your Back #BadMonsterMovies @midnight,OBSV_VLGR
748182936462065665,No one can hear you Scream 4 mommy #BadMonsterMovies @midnight,OBSV_WPLY
748179773138968577,Four Leaf Cloverfield #BadMonsterMovies @midnight,OBSV_WPLY
748182475470307329,Dead Silence Shut Up and Just Take It #BadMonsterMovies @midnight,OBSV_VLGR
748181764250578944,The Watcher He's Watching You Poop #BadMonsterMovies @midnight,OBSV_VLGR
748204572410281984,@midnight #PointsMe Hostel Part III: Amsterdam #BadMonsterMovies,OBSV
748171125285232640,The Amityville Horror Story on FX #BadMonsterMovies @midnight,OBSV_WPLY
748213490242904064,Social Monster Justice Warrior. #BadMonsterMovies @midnight,NHMR
748191414698151936,Mothra vs. Bridezilla #BadMonsterMovies @midnight,OBSV_WPLY
748172697746579456,@midnight #badmonstermovies Various Gods-zilla,OBSV_WPLY
748172849345527809,Hello Mary Lou I must have asked you to Prom a thousand times #BadMonsterMovies @midnight,OBSV
748182204426027008,Party Monster's Inc Sulley's the life of the Party til someone looses an eye #BadMonsterMovies @midnight,OBSV
748175735169290240,ParaNorman Activity The Ghosts in Detention #BadMonsterMovies @midnight,OBSV_WPLY
748183622981582848,Urban Legends Pop Rocks and Coke Poor Little Mikey #BadMonsterMovies @midnight,OBSV
748203674250383364,@midnight #PointsMe Chaka LepreKhan #BadMonsterMovies,OBSV_WPLY
748170458227343360,"Saw, saw what? #BadMonsterMovies @midnight",OBSV_WPLY
748176165831991297,Crackula #BadMonsterMovies @midnight,OBSV_WPLY
748179905062539264,The Mummy Never Returns #BadMonsterMovies @midnight,OBSV_WPLY
748174674098479104,Taco-lypse: The Crunch of Doom #BadMonsterMovies @midnight,OBSV_WPLY
748225769181175808,@midnight Dodge Gremlins #BadMonsterMovies,OBSV_WPLY
748190777449189376,"Tinker, Tailor, Soldier, Slender man #BadMonsterMovies @midnight",OBSV_WPLY
748175261519077376,@midnight I Swallow on Your Grave #badmonstermovies,ABSD_OBSV
748183311374180353,Hellraiser Is that a Pin in your pants or are you just happy to see me? #BadMonsterMovies @midnight,OBSV_VLGR
748216178703728643,@midnight Revenge of The Birds #BadMonsterMovies,OBSV_WPLY
748183190091665408,"Stephen King's ""That"" #BadMonsterMovies @midnight",OBSV_WPLY
748218809077489664,Godless-Zilla? #BadMonsterMovies @midnight https://t.co/plDXC0f9md,OBSV_WPLY
748198729778405376,#BadMonsterMovies The Phantom of the Opry @midnight https://t.co/hoBc4XUZgM,OBSV_WPLY
748178067986747392,The Two-Headed Transgender Man #BadMonsterMovies @midnight,ABSD
748227460638998529,Minivan Helsing #BadMonsterMovies @midnight,OBSV_WPLY
748182052739026948,Attack of the 50ft Extension Cord #BadMonsterMovies @midnight,OBSV
748193524827439106,@midnight #BadMonsterMovies Frankenstein-berg-feld 3x as jewish,OBSV_WPLY
748171488176463874,The Exorcism of Emily's Nose Be Gone you Evil Booger #BadMonsterMovies @midnight,OBSV_WPLY
748213607482040320,The Blind Stitch Project #BadMonsterMovies @midnight,OBSV_WPLY
748176399966445568,Don't be a Menace to Dystopian Society While Drinking Your Biofluids #BadMonsterMovies @midnight,OBSV_WPLY
748181518657323008,"The Good Son, My Ass He's an Evil Bastard #BadMonsterMovies @midnight",OBSV
748183458279657474,Night of the Resting Dead #BadMonsterMovies @midnight,OBSV_WPLY
748209537702715392,@midnight #BadMonsterMovies Creature From The Black Legume,OBSV_WPLY
748230115658600449,The Poultrygeist #BadMonsterMovies @midnight,OBSV_WPLY
748204830070472704,#BadMonsterMovies Independence Day: RESURGENCE ...of the Shitty Sequel .@midnight,ISLT_OBSV
748176443289415685,Jackassic Park #BadMonsterMovies @midnight,OBSV_VLGR_WPLY
748170598614872064,Texas Bandsaw Massacre #BadMonsterMovies @midnight,OBSV_WPLY
748228744771403777,The Alpha Man (Charlton Heston Didn't Start This Genre) #BadMonsterMovies @midnight,IRNY_OBSV
748204419125227520,@midnight #badmonstermovies Godzilla V. The Donald,ISLT_OBSV
748170325532114944,Adhesion #BadMonsterMovies @midnight,NHMR
748214569567461376,@midnight #BadMonsterMovies Freaky Friday the 13th,OBSV_WPLY
48191524177883136,,OBSV_WPLY
748211726361858048,Animal-Weather Phenomena 4: RAIN OF FROGS #BadMonsterMovies @midnight,OBSV
748191148242440192,Little Shop of Ho-Hums. #BadMonsterMovies @midnight,OBSV_WPLY
748177835756392448,Jeff Dunham's Puppet Master Achmed Said He would Kill You and He Meant It #BadMonsterMovies @midnight,OBSV
748176342001270784,Herbie Goes Demented #BadMonsterMovies @midnight,OBSV
748228221666103296,@midnight The Ringworm #badmonstermovies,ABSD_OBSV
748173121933320192,@midnight Paw #badmonstermovies,OBSV_WPLY
748177740730241024,The Hipster that Wouldn't Die #BadMonsterMovies @midnight,OBSV_ISLT
748189614129569792,The Wind in the Willows and Werewolves #BadMonsterMovies @midnight,OBSV_WPLY
748194398790369282,@midnight The Kardashian from the Black Lagoon #BadMonsterMovies,ISLT_OBSV
748194312849068036,@midnight Weeney Todd #BadMonsterMovies,OBSV_VLGR_WPLY
748229643300278273,Vlad the Impala #BadMonsterMovies @midnight,OBSV_WPLY
748009259833630720,Freddie Krueger Got Fingered #BadMonsterMovies @midnight,ISLT_OBSV
747999174126239744,Shartnado #BadMonsterMovies @midnight,OBSV_WPLY
748002179621990402,The Brexorcist #BadMonsterMovies @midnight,OBSV_WPLY
748003586131496964,There's SwampThing About Mary #BadMonsterMovies @midnight,OBSV_WPLY
748005761423388677,The hills have pink eye @midnight #badmonstermovies,ABSD_OBSV_WPLY
748003488131584000,Godzilla vs. Kramer #BadMonsterMovies @midnight,ISLT_OBSV
748024785930756097,When Harry Met Dracula #BadMonsterMovies @midnight,OBSV
748007797426655233,Last House of Representatives on the Left #BadMonsterMovies @midnight,OBSV_WPLY
748005907947225089,@midnight Silence of the Lambchop #badmonstermovies,ABSD_OBSV_WPLY
748017334518956032,Rosemary's Baby Shower #BadMonsterMovies @midnight,OBSV_WPLY
